STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 06:35,FM-16,OVC:08 11,1.50,-RA:02 BR:1 |RA:61 |,71,21.7,69,20.6,68,20.0,90,3,VRB,,29.68,,,,0.39,29.85,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 06:44,FM-16,BKN:07 11 OVC:08 14,3.00,-RA:02 BR:1 |RA:61 |,72,22.2,69,20.8,68,20.0,87,3,VRB,,29.68,,,,0.40,29.85,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 06:51,FM-15,BKN:07 10 OVC:08 14,2.00,-RA:02 BR:1 |RA:61 |,72,22.2,69,20.8,68,20.0,87,5,VRB,,29.68,8,,29.82,0.40,29.85,,,,,,,,,,0502,1900,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 06:56,FM-16,BKN:07 10 OVC:08 14,0.75,+RA:02 BR:1 |RA:63 |,71,21.7,69,20.6,68,20.0,90,5,VRB,,29.68,,,,0.04,29.85,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 07:29,FM-16,OVC:08 12,1.50,RA:02 BR:1 |RA:62 |,71,21.7,69,20.6,68,20.0,90,5,VRB,,29.68,,,,0.34,29.85,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 07:34,FM-16,OVC:08 12,3.00,-RA:02 BR:1 |RA:61 |,71,21.7,69,20.6,68,20.0,90,8,VRB,,29.68,,,,0.34,29.85,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 07:51,FM-15,OVC:08 12,6.00,BR:1 ||,71,21.7,68,20.2,67,19.4,87,5,VRB,,29.68,,,29.82,0.26,29.85,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 08:37,FM-16,OVC:08 12,1.75,RA:02 BR:1 |RA:62 |,72,22.2,69,20.8,68,20.0,87,3,VRB,,29.68,,,,0.01,29.84,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 08:49,FM-16,OVC:08 11,2.00,-RA:02 BR:1 |RA:61 |,72,22.0,69,20.8,68,20.0,88,,,,29.68,,,,,29.84,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 08:51,FM-15,OVC:08 11,2.50,-RA:02 BR:1 |RA:61 |,72,22.2,69,20.8,68,20.0,87,6,VRB,,29.68,,,29.81,0.02,29.84,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 08:58,FM-16,OVC:08 11,5.00,-RA:02 BR:1 |RA:61 |,72,22.2,69,20.8,68,20.0,87,5,VRB,,29.68,,,,T,29.84,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 09:15,FM-16,BKN:07 11 OVC:08 17,1.75,RA:02 BR:1 |RA:62 |,72,22.2,69,20.8,68,20.0,87,8,VRB,,29.68,,,,0.02,29.84,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 09:28,FM-16,BKN:07 13 OVC:08 20,0.75,+RA:02 BR:1 |RA:63 |,72,22.2,69,20.8,68,20.0,87,5,VRB,,29.68,,,,0.12,29.84,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 09:37,FM-16,BKN:07 9 OVC:08 18,0.75,+RA:02 BR:1 |RA:63 |,72,22.2,70,21.1,69,20.6,91,5,VRB,,29.68,,,,0.18,29.84,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 09:47,FM-16,BKN:07 9 BKN:07 13 OVC:08 18,2.00,-RA:02 BR:1 |RA:61 |,72,22.0,71,21.5,70,21.0,94,5,VRB,,29.66,,,,0.21,29.83,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 09:51,FM-15,BKN:07 9 OVC:08 18,3.00,-RA:02 BR:1 |RA:61 |,72,22.2,70,21.1,69,20.6,91,5,VRB,,29.66,6,,29.81,0.22,29.83,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 10:04,FM-16,OVC:08 10,3.00,BR:1 ||,72,22.2,70,21.1,69,20.6,91,8,VRB,,29.68,,,,T,29.84,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 10:23,FM-16,OVC:08 11,2.00,-RA:02 BR:1 |RA:61 |,72,22.2,70,21.1,69,20.6,91,6,VRB,,29.68,,,,T,29.84,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 10:34,FM-16,OVC:08 11,5.00,BR:1 ||,72,22.2,70,21.1,69,20.6,91,,,,29.66,,,,,29.83,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 10:51,FM-15,OVC:08 12,3.00,BR:1 ||,72,22.2,70,21.1,69,20.6,91,6,VRB,,29.66,,,29.80,T,29.83,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 11:51,FM-15,OVC:08 13,6.00,BR:1 ||,75,23.9,72,22.4,71,21.7,88,3,VRB,,29.64,,,29.78,0.00,29.81,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 12:03,FM-16,OVC:08 15,7.00,,75,23.9,72,22.0,70,21.1,84,3,VRB,,29.64,,,,,29.81,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 12:51,FM-15,SCT:04 18 BKN:07 24 OVC:08 55,9.00,,77,25.0,72,22.4,70,21.1,79,,,,29.63,8,,29.77,0.00,29.80,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 13:39,FM-16,FEW:02 20 BKN:07 31 OVC:08 39,10.00,,78,25.6,72,22.2,69,20.6,74,5,VRB,,29.61,,,,,29.78,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 13:51,FM-15,SCT:04 19 BKN:07 30 OVC:08 39,9.00,,77,25.0,73,22.8,71,21.7,82,3,220,,29.60,,,29.75,0.00,29.77,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 14:51,FM-15,FEW:02 18 SCT:04 33 BKN:07 41,10.00,,79,26.1,73,22.7,70,21.1,74,5,VRB,,29.60,,,29.73,0.00,29.76,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 15:51,FM-15,FEW:02 25 BKN:07 41 BKN:07 55,10.00,,79,26.1,73,22.7,70,21.1,74,6,250,,29.60,6,,29.73,0.00,29.76,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 16:15,FM-16,BKN:07 25 BKN:07 42 OVC:08 50,10.00,,78,25.6,73,22.6,70,21.1,76,3,VRB,,29.58,,,,,29.75,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 16:25,FM-16,FEW:02 23 SCT:04 28 BKN:07 48,9.00,,78,25.6,73,22.6,70,21.1,76,3,VRB,,29.60,,,,,29.76,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 16:51,FM-15,FEW:02 90,10.00,,79,26.1,73,22.7,70,21.1,74,0,000,,29.58,,,29.73,0.00,29.75,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 17:51,FM-15,FEW:02 22 FEW:02 30,10.00,,79,26.1,73,22.7,70,21.1,74,5,VRB,,29.60,,,29.73,0.00,29.76,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 18:51,FM-15,FEW:02 29 SCT:04 37 SCT:04 65,10.00,,78,25.6,70,21.2,66,18.9,67,0,000,,29.61,3,,29.75,0.00,29.78,,,,,,,,,,0502,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 19:51,FM-15,OVC:08 65,10.00,,77,25.0,69,20.4,64,17.8,64,3,270,,29.63,,,29.77,0.00,29.80,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 20:51,FM-15,FEW:02 80 BKN:07 95,10.00,,77,25.0,69,20.4,64,17.8,64,3,290,,29.63,,,29.77,0.00,29.80,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 21:51,FM-15,CLR:00,10.00,,77,25.0,70,21.0,66,18.9,69,5,VRB,,29.63,0,,29.77,0.00,29.80,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 22:51,FM-15,CLR:00,10.00,,76,24.4,69,20.5,65,18.3,69,6,290,,29.64,,,29.78,0.00,29.81,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 23:51,FM-15,CLR:00,10.00,,75,23.9,69,20.7,66,18.9,74,5,VRB,,29.65,,,29.79,0.00,29.82,81,71,76,0.1,,,,0,11,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-11 23:59,SOD,,,,,,,,,,,,,,,,,,,,81,71,76,0.1,77,67,70,0,11,0503,1858,RA:16 BR:13,1.17,0.0,0,29.67,29.79,4.2,21,160,12,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 00:51,FM-15,CLR:00,10.00,,74,23.3,68,19.8,64,17.8,71,0,000,,29.65,0,,29.79,0.00,29.82,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 01:51,FM-15,CLR:00,10.00,,73,22.8,67,19.3,63,17.2,71,5,280,,29.65,,,29.80,0.00,29.82,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 02:51,FM-15,CLR:00,10.00,,72,22.2,66,18.8,62,16.7,71,3,VRB,,29.65,,,29.79,0.00,29.82,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 03:51,FM-15,CLR:00,10.00,,71,21.7,65,18.6,62,16.7,73,3,270,,29.66,3,,29.81,0.00,29.83,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 04:51,FM-15,CLR:00,10.00,,71,21.7,65,18.3,61,16.1,71,0,000,,29.68,,,29.81,0.00,29.84,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 05:51,FM-15,CLR:00,10.00,,71,21.7,64,17.9,60,15.6,68,,,,29.68,,,29.82,0.00,29.85,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 06:51,FM-15,CLR:00,10.00,,72,22.2,64,17.8,59,15.0,64,6,VRB,,29.70,3,,29.85,0.00,29.87,,,,,,,,,,0503,1858,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 07:51,FM-15,CLR:00,10.00,,73,22.8,64,17.7,58,14.4,59,3,VRB,,29.71,,,29.85,0.00,29.88,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 08:51,FM-15,CLR:00,10.00,,76,24.4,64,18.1,57,13.9,52,3,VRB,,29.71,,,29.86,0.00,29.88,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 09:51,FM-15,CLR:00,10.00,,78,25.6,65,18.4,57,13.9,48,5,VRB,,29.71,1,,29.86,0.00,29.88,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 10:51,FM-15,FEW:02 46,10.00,,81,27.2,67,19.3,58,14.4,45,5,VRB,,29.71,,,29.86,0.00,29.88,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 11:51,FM-15,SCT:04 47,10.00,,81,27.2,67,19.3,58,14.4,45,8,VRB,17,29.71,,,29.85,0.00,29.88,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 12:51,FM-15,FEW:02 50,10.00,,83,28.3,66,19.1,56,13.3,40,3,VRB,,29.70,8,,29.84,0.00,29.87,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 13:51,FM-15,CLR:00,10.00,,83,28.3,66,19.1,56,13.3,40,0,000,,29.69,,,29.83,0.00,29.86,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 14:51,FM-15,FEW:02 65,10.00,,82,27.8,65,18.4,54,12.2,38,9,290,16,29.69,,,29.83,0.00,29.86,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 15:51,FM-15,FEW:02 70 FEW:02 100,10.00,,82,27.8,66,18.9,56,13.3,41,5,VRB,,29.69,6,,29.83,0.00,29.86,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 16:51,FM-15,BKN:07 60,10.00,,82,27.8,66,18.9,56,13.3,41,7,VRB,,29.70,,,29.84,0.00,29.87,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 17:51,FM-15,BKN:07 110,10.00,,81,27.2,66,19.0,57,13.9,44,8,VRB,,29.71,,,29.86,0.00,29.88,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 18:51,FM-15,FEW:02 120,10.00,,80,26.7,65,18.3,55,12.8,42,6,300,,29.73,3,,29.88,0.00,29.90,,,,,,,,,,0503,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 19:51,FM-15,BKN:07 110,10.00,,77,25.0,65,18.5,58,14.4,52,3,300,,29.76,,,29.91,0.00,29.93,,,,,,,,,,0504,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 20:51,FM-15,CLR:00,10.00,,77,25.0,64,18.0,56,13.3,48,7,VRB,,29.78,,,29.92,0.00,29.95,,,,,,,,,,0504,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 21:51,FM-15,CLR:00,10.00,,75,23.9,64,17.9,57,13.9,54,6,VRB,,29.79,1,,29.93,0.00,29.96,,,,,,,,,,0504,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 22:51,FM-15,OVC:08 110,10.00,,74,23.3,64,18.0,58,14.4,57,5,320,,29.81,,,29.95,0.00,29.98,,,,,,,,,,0504,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,2015-08-12 23:51,FM-15,SCT:04 120,10.00,,73,22.8,63,17.5,57,13.9,57,5,290,,29.81,,,29.95,0.00,29.98,85,71,78,2.2,,,,0,13,0504,1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
